model,iterations,mutation_models,Output_difference_PyTorch_TensorFlow
inceptionv3,49,inception.v3-imagenet_origin0-GF12-73_49,6.984918456964806e-07
inceptionv3,50,inception.v3-imagenet_origin0-WS10-62_50,4.656612873077393e-07
inceptionv3,51,inception.v3-imagenet_origin0-ARem8-76_51,4.656612873077393e-07
inceptionv3,52,inception.v3-imagenet_origin0-WS7-52_52,4.074536228415582e-07
inceptionv3,53,inception.v3-imagenet_origin0-NEB17-90_53,4.656612304643204e-07
inceptionv3,54,inception.v3-imagenet_origin0-ARem10-92_54,5.238688807196468e-07
inceptionv3,55,inception.v3-imagenet_origin0-NS9-61_55,4.656612908604529e-07
inceptionv3,56,inception.v3-imagenet_origin0-NEB15-86_56,6.984918776709037e-07
inceptionv3,57,inception.v3-imagenet_origin0-NS3-27_57,6.402842380737184e-07
inceptionv3,58,inception.v3-imagenet_origin0-NS13-85_58,4.65661301518594e-07
inceptionv3,59,inception.v3-imagenet_origin0-NS12-83_59,5.238689091413562e-07
inceptionv3,60,inception.v3-imagenet_origin0-GF11-68_60,4.656612588860298e-07
inceptionv3,61,inception.v3-imagenet_origin0-WS6-46_61,3.492459441645224e-07
inceptionv3,62,inception.v3-imagenet_origin0-ARep6-39_62,7.566995670060805e-07
inceptionv3,63,inception.v3-imagenet_origin0-NEB3-10_63,5.238689091413562e-07
inceptionv3,64,inception.v3-imagenet_origin0-NAI6-34_64,5.820765807129646e-07
inceptionv3,65,inception.v3-imagenet_origin0-NEB8-40_65,3.492459903498002e-07
inceptionv3,66,inception.v3-imagenet_origin0-NAI2-4_66,8.149071746288428e-07
inceptionv3,67,inception.v3-imagenet_origin0-WS12-79_67,8.731148568585922e-07
inceptionv3,68,inception.v3-imagenet_origin0-NAI3-8_68,5.238688842723604e-07
inceptionv3,69,inception.v3-imagenet_origin0-NAI5-22_69,6.402842522845731e-07
inceptionv3,70,inception.v3-imagenet_origin0-ARep2-14_70,8.149072243668343e-07
inceptionv3,71,inception.v3-imagenet_origin0-NEB9-41_71,5.238689091413562e-07
inceptionv3,72,inception.v3-imagenet_origin0-NAI10-74_72,4.656612730968845e-07
inceptionv3,73,inception.v3-imagenet_origin0-GF2-17_73,4.074536086307035e-07
inceptionv3,74,inception.v3-imagenet_origin0-NAI4-11_74,5.820765451858279e-07
inceptionv3,75,inception.v3-imagenet_origin0-ARep10-54_75,4.656612730968845e-07
inceptionv3,76,inception.v3-imagenet_origin0-NS7-48_76,7.566995527952258e-07
inceptionv3,77,inception.v3-imagenet_origin0-NEB1-5_77,4.074535944198487e-07
inceptionv3,78,inception.v3-imagenet_origin0-NS6-33_78,5.238689091413562e-07
inceptionv3,79,inception.v3-imagenet_origin0-GF9-60_79,2.91038293909196e-07
inceptionv3,80,inception.v3-imagenet_origin0-NEB14-80_80,7.566995243735164e-07
inceptionv3,81,inception.v3-imagenet_origin0-NEB12-71_81,4.656612730968845e-07
inceptionv3,82,inception.v3-imagenet_origin0-ARem12-95_82,4.656612588860298e-07
inceptionv3,83,inception.v3-imagenet_origin0-NAI11-77_83,6.402842664954278e-07
inceptionv3,84,inception.v3-imagenet_origin0-ARem13-96_84,4.074536086307035e-07
inceptionv3,85,inception.v3-imagenet_origin0-ARem1-13_85,6.98491863460049e-07
inceptionv3,86,inception.v3-imagenet_origin0-ARep9-51_86,2.91038293909196e-07
inceptionv3,87,inception.v3-imagenet_origin0-WS5-42_87,4.656612730968845e-07
inceptionv3,88,inception.v3-imagenet_origin0-ARep7-44_88,2.328306436538696e-07
inceptionv3,89,inception.v3-imagenet_origin0-NEB20-101_89,8.1490724923583e-07
inceptionv3,90,inception.v3-imagenet_origin0-GF8-59_90,4.074535944198487e-07
inceptionv3,91,inception.v3-imagenet_origin0-WS2-15_91,4.656612730968845e-07
inceptionv3,92,inception.v3-imagenet_origin0-WS15-89_92,8.731148568585922e-07
inceptionv3,93,inception.v3-imagenet_origin0-NAI12-99_93,4.656612873077393e-07
inceptionv3,94,inception.v3-imagenet_origin0-ARem11-94_94,7.566995030572343e-07
inceptionv3,95,inception.v3-imagenet_origin0-NEB13-78_95,5.238689233522109e-07
inceptionv3,96,inception.v3-imagenet_origin0-NAI1-3_96,5.238689659847751e-07
inceptionv3,97,inception.v3-imagenet_origin0-GF1-2_97,4.656612730968845e-07
inceptionv3,98,inception.v3-imagenet_origin0-NS14-87_98,7.566995527952258e-07
inceptionv3,99,inception.v3-imagenet_origin0-NS5-30_99,4.074536086307035e-07
inceptionv3,100,inception.v3-imagenet_origin0-NS11-75_100,6.984919096453268e-07
inceptionv3,101,inception.v3-imagenet_origin0-NS8-53_101,5.820765629493962e-07
inceptionv3,102,inception.v3-imagenet_origin0-WS13-81_102,6.984919025398995e-07
vgg19,1,vgg19-imagenet_origin0-NEB15-71_1,2.91038293909196e-07
vgg19,2,vgg19-imagenet_origin0-GF8-50_2,4.074536228415582e-07
vgg19,3,vgg19-imagenet_origin0-GF16-85_3,2.91038293909196e-07
vgg19,4,vgg19-imagenet_origin0-WS1-9_4,4.656612908604529e-07
vgg19,5,vgg19-imagenet_origin0-NEB6-17_5,2.328306436538696e-07
vgg19,6,vgg19-imagenet_origin0-ARem1-1_6,8.149070964691418e-07
vgg19,7,vgg19-imagenet_origin0-GF2-11_7,5.238689091413562e-07
vgg19,8,vgg19-imagenet_origin0-NEB16-78_8,4.074536370524129e-07
vgg19,9,vgg19-imagenet_origin0-NS14-92_9,2.910383081200507e-07
vgg19,10,vgg19-imagenet_origin0-WS3-20_10,8.149072208141206e-07
vgg19,11,vgg19-imagenet_origin0-NEB3-8_11,3.492459867970865e-07
vgg19,12,vgg19-imagenet_origin0-NAI16-80_12,4.074536228415582e-07
vgg19,13,vgg19-imagenet_origin0-NEB8-29_13,4.074536086307035e-07
vgg19,14,vgg19-imagenet_origin0-NAI4-27_14,6.40284241626432e-07
vgg19,15,vgg19-imagenet_origin0-NAI9-44_15,3.492459441645224e-07
vgg19,16,vgg19-imagenet_origin0-GF7-49_16,5.238689126940699e-07
vgg19,17,vgg19-imagenet_origin0-ARem9-45_17,1.164153147215075e-07
vgg19,18,vgg19-imagenet_origin0-NS6-40_18,2.328306436538696e-07
vgg19,19,vgg19-imagenet_origin0-NEB14-64_19,1.746229791876885e-07
vgg19,20,vgg19-imagenet_origin0-NS5-38_20,5.820766162401014e-07
vgg19,21,vgg19-imagenet_origin0-WS2-15_21,3.492459299536677e-07
vgg19,22,vgg19-imagenet_origin0-NEB12-56_22,4.074536228415582e-07
vgg19,23,vgg19-imagenet_origin0-GF15-81_23,3.492459583753771e-07
vgg19,24,vgg19-imagenet_origin0-NS7-51_24,5.238689375630656e-07
vgg19,25,vgg19-imagenet_origin0-NAI11-52_25,5.820766020292467e-07
vgg19,26,vgg19-imagenet_origin0_26,5.238689375630656e-07
vgg19,27,vgg19-imagenet_origin0-ARep5-37_27,1.746229933985433e-07
vgg19,28,vgg19-imagenet_origin0-NEB7-19_28,4.656612446751751e-07
vgg19,29,vgg19-imagenet_origin0-NEB11-41_29,4.656612766495982e-07
vgg19,30,vgg19-imagenet_origin0-NS4-32_30,4.656612730968845e-07
vgg19,31,vgg19-imagenet_origin0-GF11-58_31,2.91038293909196e-07
vgg19,32,vgg19-imagenet_origin0-ARep8-51_32,2.328306436538696e-07
vgg19,33,vgg19-imagenet_origin0-NAI12-59_33,4.074536086307035e-07
vgg19,34,vgg19-imagenet_origin0-GF10-55_34,2.91038293909196e-07
vgg19,35,vgg19-imagenet_origin0-WS5-53_35,3.492459725862318e-07
vgg19,36,vgg19-imagenet_origin0-NAI2-25_36,2.91038293909196e-07
vgg19,37,vgg19-imagenet_origin0-WS6-68_37,2.910382796983413e-07
vgg19,38,vgg19-imagenet_origin0-NEB1-2_38,4.074536086307035e-07
vgg19,39,vgg19-imagenet_origin0-ARep2-4_39,1.746229933985433e-07
vgg19,40,vgg19-imagenet_origin0-NAI6-33_40,3.492459441645224e-07
vgg19,41,vgg19-imagenet_origin0-ARem7-42_41,5.238689091413562e-07
vgg19,42,vgg19-imagenet_origin0-NEB13-62_42,4.656612304643204e-07
vgg19,43,vgg19-imagenet_origin0-ARep10-67_43,4.074536086307035e-07
vgg19,44,vgg19-imagenet_origin0-NAI7-36_44,3.492459441645224e-07
vgg19,45,vgg19-imagenet_origin0-NS10-69_45,3.492459867970865e-07
vgg19,46,vgg19-imagenet_origin0-NEB4-10_46,4.074536370524129e-07
vgg19,47,vgg19-imagenet_origin0-GF1-7_47,1.746229791876885e-07
vgg19,48,vgg19-imagenet_origin0-ARem2-12_48,4.074536228415582e-07
vgg19,49,vgg19-imagenet_origin0-GF9-54_49,3.492459725862318e-07
vgg19,50,vgg19-imagenet_origin0-NAI3-26_50,4.074536228415582e-07
vgg19,51,vgg19-imagenet_origin0-ARem6-28_51,3.492459725862318e-07
vgg19,52,vgg19-imagenet_origin0-NS13-82_52,4.074536228415582e-07
vgg19,53,vgg19-imagenet_origin0-NEB5-13_53,4.074535944198487e-07
vgg19,54,vgg19-imagenet_origin0-GF4-35_54,5.238689233522109e-07
vgg19,55,vgg19-imagenet_origin0-GF14-77_55,4.074536086307035e-07
vgg19,56,vgg19-imagenet_origin0-WS10-91_56,6.402842380737184e-07
vgg19,57,vgg19-imagenet_origin0-ARem4-21_57,5.820765736075373e-07
vgg19,58,vgg19-imagenet_origin0-NAI5-30_58,2.910383081200507e-07
vgg19,59,vgg19-imagenet_origin0-NAI15-67_59,2.328306294430149e-07
vgg19,60,vgg19-imagenet_origin0-NS12-74_60,6.402842522845731e-07
vgg19,61,vgg19-imagenet_origin0-GF18-88_61,1.746229933985433e-07
vgg19,62,vgg19-imagenet_origin0-ARep12-87_62,2.328306436538696e-07
vgg19,63,vgg19-imagenet_origin0-WS4-22_63,2.328306152321602e-07
vgg19,64,vgg19-imagenet_origin0-ARep7-46_64,2.910383081200507e-07
vgg19,65,vgg19-imagenet_origin0-WS8-84_65,5.238689517739203e-07
vgg19,66,vgg19-imagenet_origin0-NAI17-83_66,5.82076577160251e-07
vgg19,67,vgg19-imagenet_origin0-NEB2-5_67,1.746229649768338e-07
vgg19,68,vgg19-imagenet_origin0-WS9-89_68,4.656612446751751e-07
vgg19,69,vgg19-imagenet_origin0-ARem5-24_69,3.492459725862318e-07
vgg19,70,vgg19-imagenet_origin0-ARep1-2_70,2.910382796983413e-07
vgg19,71,vgg19-imagenet_origin0-NEB18-90_71,2.910382796983413e-07
vgg19,72,vgg19-imagenet_origin0-GF3-23_72,2.910383081200507e-07
vgg19,73,vgg19-imagenet_origin0-ARep3-6_73,4.656612873077393e-07
vgg19,74,vgg19-imagenet_origin0-NS1-3_74,3.492459725862318e-07
vgg19,75,vgg19-imagenet_origin0-ARep13-93_75,4.656612873077393e-07
vgg19,76,vgg19-imagenet_origin0-NAI10-46_76,4.656612482278888e-07
vgg19,77,vgg19-imagenet_origin0-NAI14-66_77,2.328306152321602e-07
vgg19,78,vgg19-imagenet_origin0-GF13-75_78,4.656612873077393e-07
vgg19,79,vgg19-imagenet_origin0-ARem3-18_79,5.820765593966826e-07
vgg19,80,vgg19-imagenet_origin0-NS11-70_80,2.328306578647243e-07
vgg19,81,vgg19-imagenet_origin0-GF6-48_81,6.402842238628637e-07
vgg19,82,vgg19-imagenet_origin0-NS2-14_82,4.65661301518594e-07
vgg19,83,vgg19-imagenet_origin0-GF17-86_83,4.074536228415582e-07
vgg19,84,vgg19-imagenet_origin0-WS7-72_84,4.074536228415582e-07
vgg19,85,vgg19-imagenet_origin0-NEB9-34_85,2.91038293909196e-07
vgg19,86,vgg19-imagenet_origin0-NEB17-79_86,3.492459299536677e-07
vgg19,87,vgg19-imagenet_origin0-NAI1-16_87,4.656612446751751e-07
vgg19,88,vgg19-imagenet_origin0-ARem11-73_88,5.238689233522109e-07
vgg19,89,vgg19-imagenet_origin0-ARep9-64_89,2.328306294430149e-07
vgg19,90,vgg19-imagenet_origin0-ARep6-46_90,2.910383081200507e-07
vgg19,91,vgg19-imagenet_origin0-ARem8-43_91,2.328306152321602e-07
vgg19,92,vgg19-imagenet_origin0-NS8-57_92,3.492459867970865e-07
vgg19,93,vgg19-imagenet_origin0-NAI13-60_93,2.328306436538696e-07
vgg19,94,vgg19-imagenet_origin0-ARem10-63_94,4.656612730968845e-07
vgg19,95,vgg19-imagenet_origin0-NEB10-37_95,4.656612624387435e-07
vgg19,96,vgg19-imagenet_origin0-NS3-31_96,1.746229649768338e-07
vgg19,97,vgg19-imagenet_origin0-ARep11-76_97,4.074536086307035e-07
vgg19,98,vgg19-imagenet_origin0-ARep4-24_98,4.656612446751751e-07
vgg19,99,vgg19-imagenet_origin0-GF5-47_99,4.074536086307035e-07
vgg19,100,vgg19-imagenet_origin0-NAI8-39_100,4.656612873077393e-07
vgg19,101,vgg19-imagenet_origin0-GF12-61_101,6.402842238628637e-07
vgg19,102,vgg19-imagenet_origin0-NS9-65_102,3.492459583753771e-07
resnet50,1,resnet50-imagenet_origin0-ARem1-10_1,4.074536086307035e-07
resnet50,2,resnet50-imagenet_origin0-WS5-57_2,1.746229649768338e-07
resnet50,3,resnet50-imagenet_origin0-NS5-18_3,4.074536086307035e-07
resnet50,4,resnet50-imagenet_origin0-ARem5-35_4,4.656612730968845e-07
resnet50,5,resnet50-imagenet_origin0-NS6-39_5,4.65661301518594e-07
resnet50,6,resnet50-imagenet_origin0-NEB12-77_6,6.984919487251773e-07
resnet50,7,resnet50-imagenet_origin0-NEB1-24_7,4.074536228415582e-07
resnet50,8,resnet50-imagenet_origin0-NEB16-88_8,5.820765345276868e-07
resnet50,9,resnet50-imagenet_origin0-GF1-14_9,4.656612873077393e-07
resnet50,10,resnet50-imagenet_origin0-ARep12-70_10,4.656612873077393e-07
resnet50,11,resnet50-imagenet_origin0-ARep4-21_11,3.492459583753771e-07
resnet50,12,resnet50-imagenet_origin0-ARep3-12_12,4.074535944198487e-07
resnet50,13,resnet50-imagenet_origin0-WS3-17_13,7.566995705587942e-07
resnet50,14,resnet50-imagenet_origin0-ARem8-56_14,4.65661301518594e-07
resnet50,15,resnet50-imagenet_origin0-NS14-66_15,6.98491962936032e-07
resnet50,16,resnet50-imagenet_origin0-NAI9-50_16,2.91038293909196e-07
resnet50,17,resnet50-imagenet_origin0-NS12-59_17,3.492459583753771e-07
resnet50,18,resnet50-imagenet_origin0-GF11-62_18,3.492459441645224e-07
resnet50,19,resnet50-imagenet_origin0-ARep7-38_19,4.074535944198487e-07
resnet50,20,resnet50-imagenet_origin0-NEB4-32_20,3.492459583753771e-07
resnet50,21,resnet50-imagenet_origin0-ARem3-27_21,4.074536370524129e-07
resnet50,22,resnet50-imagenet_origin0-GF8-51_22,4.656612873077393e-07
resnet50,23,resnet50-imagenet_origin0_23,2.91038293909196e-07
resnet50,24,resnet50-imagenet_origin0-GF3-20_24,5.82076577160251e-07
resnet50,25,resnet50-imagenet_origin0-GF15-92_25,5.238689233522109e-07
resnet50,26,resnet50-imagenet_origin0-GF14-84_26,2.91038293909196e-07
resnet50,27,resnet50-imagenet_origin0-GF2-16_27,2.910383081200507e-07
resnet50,28,resnet50-imagenet_origin0-WS4-40_28,2.910383223309054e-07
resnet50,29,resnet50-imagenet_origin0-NAI10-74_29,4.656612730968845e-07
resnet50,30,resnet50-imagenet_origin0-ARem10-86_30,3.492459441645224e-07
resnet50,31,resnet50-imagenet_origin0-NEB2-26_31,4.656612624387435e-07
resnet50,32,resnet50-imagenet_origin0-NS16-81_32,4.656612624387435e-07
resnet50,33,resnet50-imagenet_origin0-NAI11-78_33,1.746229933985433e-07
resnet50,34,resnet50-imagenet_origin0-ARem12-96_34,4.074536228415582e-07
resnet50,35,resnet50-imagenet_origin0-NAI5-22_35,4.07453580208994e-07
resnet50,36,resnet50-imagenet_origin0-NAI17-97_36,5.820766162401014e-07
resnet50,37,resnet50-imagenet_origin0-NAI3-9_37,2.91038293909196e-07
resnet50,38,resnet50-imagenet_origin0-NS10-52_38,4.074536228415582e-07
resnet50,39,resnet50-imagenet_origin0-NAI8-49_39,1.164153118793365e-06
resnet50,40,resnet50-imagenet_origin0-NEB3-30_40,5.820766304509561e-07
resnet50,41,resnet50-imagenet_origin0-NS7-43_41,4.656612304643204e-07
resnet50,42,resnet50-imagenet_origin0-NAI14-89_42,4.656612446751751e-07
resnet50,43,resnet50-imagenet_origin0-NS3-8_43,4.656612873077393e-07
resnet50,44,resnet50-imagenet_origin0-WS6-68_44,4.656612873077393e-07
resnet50,45,resnet50-imagenet_origin0-ARep9-54_45,5.82076587818392e-07
resnet50,46,resnet50-imagenet_origin0-NEB13-79_46,2.328306294430149e-07
resnet50,47,resnet50-imagenet_origin0-NEB6-36_47,3.492459299536677e-07
resnet50,48,resnet50-imagenet_origin0-WS2-7_48,4.074536086307035e-07
resnet50,49,resnet50-imagenet_origin0-GF7-47_49,3.492459867970865e-07
resnet50,50,resnet50-imagenet_origin0-NS1-3_50,5.82076587818392e-07
resnet50,51,resnet50-imagenet_origin0-GF10-60_51,4.074536512632676e-07
resnet50,52,resnet50-imagenet_origin0-GF6-42_52,5.238689091413562e-07
resnet50,53,resnet50-imagenet_origin0-NS2-4_53,4.656612446751751e-07
resnet50,54,resnet50-imagenet_origin0-NAI12-82_54,2.328306436538696e-07
resnet50,55,resnet50-imagenet_origin0-ARep2-11_55,2.91038293909196e-07
resnet50,56,resnet50-imagenet_origin0-ARep10-63_56,1.746229933985433e-07
resnet50,57,resnet50-imagenet_origin0-NEB8-64_57,4.656612588860298e-07
resnet50,58,resnet50-imagenet_origin0-NAI6-23_58,2.328306436538696e-07
resnet50,59,resnet50-imagenet_origin0-NEB5-34_59,3.492459725862318e-07
resnet50,60,resnet50-imagenet_origin0-ARem7-53_60,2.328306294430149e-07
resnet50,61,resnet50-imagenet_origin0-GF4-31_61,4.074536086307035e-07
resnet50,62,resnet50-imagenet_origin0-NS18-94_62,2.910383223309054e-07
resnet50,63,resnet50-imagenet_origin0-ARem9-72_63,3.492459441645224e-07
resnet50,64,resnet50-imagenet_origin0-NS4-15_64,4.074536086307035e-07
resnet50,65,resnet50-imagenet_origin0-NEB7-41_65,4.656612873077393e-07
resnet50,66,resnet50-imagenet_origin0-GF9-58_66,4.074536228415582e-07
resnet50,67,resnet50-imagenet_origin0-WS7-90_67,2.91038293909196e-07
resnet50,68,resnet50-imagenet_origin0-ARem2-19_68,6.402842522845731e-07
resnet50,69,resnet50-imagenet_origin0-ARep11-65_69,4.656612730968845e-07
resnet50,70,resnet50-imagenet_origin0-NS13-61_70,4.656612730968845e-07
resnet50,71,resnet50-imagenet_origin0-NAI1-2_71,6.402842842589962e-07
resnet50,72,resnet50-imagenet_origin0-NAI16-93_72,4.074536370524129e-07
resnet50,73,resnet50-imagenet_origin0-ARem4-28_73,2.328306578647243e-07
resnet50,74,resnet50-imagenet_origin0-NEB15-83_74,5.238689517739203e-07
resnet50,75,resnet50-imagenet_origin0-NS15-73_75,3.492459725862318e-07
resnet50,76,resnet50-imagenet_origin0-ARem13-99_76,2.328306578647243e-07
resnet50,77,resnet50-imagenet_origin0-NEB17-98_77,7.5669959542779e-07
resnet50,78,resnet50-imagenet_origin0-NS9-46_78,2.328306436538696e-07
resnet50,79,resnet50-imagenet_origin0-NS11-55_79,1.746229933985433e-07
resnet50,80,resnet50-imagenet_origin0-NAI15-91_80,4.074535944198487e-07
resnet50,81,resnet50-imagenet_origin0-NAI4-13_81,3.492459867970865e-07
resnet50,82,resnet50-imagenet_origin0-ARem6-45_82,3.492459725862318e-07
resnet50,83,resnet50-imagenet_origin0-GF5-37_83,3.492459725862318e-07
resnet50,84,resnet50-imagenet_origin0-ARep1-5_84,5.238689375630656e-07
resnet50,85,resnet50-imagenet_origin0-NAI7-25_85,4.074535944198487e-07
resnet50,86,resnet50-imagenet_origin0-NS8-44_86,3.492459583753771e-07
resnet50,87,resnet50-imagenet_origin0-NEB14-80_87,5.238689233522109e-07
resnet50,88,resnet50-imagenet_origin0-NAI13-85_88,3.492459441645224e-07
resnet50,89,resnet50-imagenet_origin0-NEB11-76_89,3.492459867970865e-07
resnet50,90,resnet50-imagenet_origin0-GF12-69_90,5.238689659847751e-07
resnet50,91,resnet50-imagenet_origin0-NS19-100_91,4.074536228415582e-07
resnet50,92,resnet50-imagenet_origin0-NEB18-101_92,5.238689233522109e-07
resnet50,93,resnet50-imagenet_origin0-NEB10-71_93,4.656612873077393e-07
resnet50,94,resnet50-imagenet_origin0-WS1-1_94,3.492459583753771e-07
resnet50,95,resnet50-imagenet_origin0-ARem11-95_95,4.074536512632676e-07
resnet50,96,resnet50-imagenet_origin0-GF13-75_96,3.492459725862318e-07
resnet50,97,resnet50-imagenet_origin0-ARep5-29_97,6.984919345143226e-07
resnet50,98,resnet50-imagenet_origin0-NEB9-67_98,5.820766020292467e-07
resnet50,99,resnet50-imagenet_origin0-NAI2-6_99,5.82076587818392e-07
resnet50,100,resnet50-imagenet_origin0-ARep6-33_100,3.492459583753771e-07
resnet50,101,resnet50-imagenet_origin0-NS17-87_101,2.910382796983413e-07
resnet50,102,resnet50-imagenet_origin0-ARep8-48_102,3.492459299536677e-07
alexnet,1,alexnet-cifar10_origin0-ARep1-4_1,2.607703244450477e-07
alexnet,2,alexnet-cifar10_origin0-NEB6-62_2,4.470348535789981e-07
alexnet,3,alexnet-cifar10_origin0-ARep9-98_3,2.60770331550475e-07
alexnet,4,alexnet-cifar10_origin0-NAI11-45_4,3.35276141072427e-07
alexnet,5,alexnet-cifar10_origin0-ARem2-9_5,3.352761233088586e-07
alexnet,6,alexnet-cifar10_origin0-WS13-90_6,3.725290369516188e-07
alexnet,7,alexnet-cifar10_origin0-NAI15-65_7,2.980232309823805e-07
alexnet,8,alexnet-cifar10_origin0-NAI4-17_8,3.725290547151872e-07
alexnet,9,alexnet-cifar10_origin0-GF6-42_9,4.470348500262844e-07
alexnet,10,alexnet-cifar10_origin0-GF7-47_10,2.980232416405215e-07
alexnet,11,alexnet-cifar10_origin0-LS2-2_11,3.352761304142859e-07
alexnet,12,alexnet-cifar10_origin0-LR1-26_12,2.235174179077148e-07
alexnet,13,alexnet-cifar10_origin0-ARep7-97_13,2.607703279977613e-07
alexnet,14,alexnet-cifar10_origin0-LS5-41_14,2.607703173396203e-07
alexnet,15,alexnet-cifar10_origin0-ARep2-28_15,3.725290476097598e-07
alexnet,16,alexnet-cifar10_origin0-NS1-23_16,1.490116190439039e-07
alexnet,17,alexnet-cifar10_origin0-LR4-82_17,3.352761304142859e-07
alexnet,18,alexnet-cifar10_origin0-NEB5-56_18,4.097819576998063e-07
alexnet,19,alexnet-cifar10_origin0_19,3.35276151730568e-07
alexnet,20,alexnet-cifar10_origin0-NS9-94_20,1.117587125065711e-07
alexnet,21,alexnet-cifar10_origin0-NAI10-38_21,4.097819576998063e-07
alexnet,22,alexnet-cifar10_origin0-NAI7-22_22,4.097819576998063e-07
alexnet,23,alexnet-cifar10_origin0-NAI17-80_23,2.607703244450477e-07
alexnet,24,alexnet-cifar10_origin0-ARem9-60_24,1.490116119384766e-07
alexnet,25,alexnet-cifar10_origin0-NS2-25_25,2.60770331550475e-07
alexnet,26,alexnet-cifar10_origin0-GF3-11_26,2.607703351031887e-07
alexnet,27,alexnet-cifar10_origin0-ARem1-6_27,2.235174108022875e-07
alexnet,28,alexnet-cifar10_origin0-ARep3-32_28,3.725290440570461e-07
alexnet,29,alexnet-cifar10_origin0-WS1-10_29,3.352761375197133e-07
alexnet,30,alexnet-cifar10_origin0-GF5-40_30,3.352761339669996e-07
alexnet,31,alexnet-cifar10_origin0-LS6-69_31,2.235174179077148e-07
alexnet,32,alexnet-cifar10_origin0-ARep6-93_32,2.235174392239969e-07
alexnet,33,alexnet-cifar10_origin0-WS15-92_33,2.980232238769531e-07
alexnet,34,alexnet-cifar10_origin0-ARem16-96_34,1.490116190439039e-07
alexnet,35,alexnet-cifar10_origin0-NAI1-5_35,4.097819505943789e-07
alexnet,36,alexnet-cifar10_origin0-ARem10-66_36,1.862645326866641e-07
alexnet,37,alexnet-cifar10_origin0-ARem13-78_37,2.607703279977613e-07
alexnet,38,alexnet-cifar10_origin0-NS5-61_38,5.960464903864704e-07
alexnet,39,alexnet-cifar10_origin0-WS8-50_39,2.980232416405215e-07
alexnet,40,alexnet-cifar10_origin0-ARem8-55_40,2.980232167715258e-07
alexnet,41,alexnet-cifar10_origin0-NS3-39_41,2.607703351031887e-07
alexnet,42,alexnet-cifar10_origin0-NAI6-20_42,2.235174179077148e-07
alexnet,43,alexnet-cifar10_origin0-NEB3-44_43,4.097819576998063e-07
alexnet,44,alexnet-cifar10_origin0-ARem3-27_44,3.352761446251407e-07
alexnet,45,alexnet-cifar10_origin0-WS4-21_45,3.72529022740764e-07
alexnet,46,alexnet-cifar10_origin0-NAI13-54_46,3.725290476097598e-07
alexnet,47,alexnet-cifar10_origin0-GF12-87_47,1.490115977276218e-07
alexnet,48,alexnet-cifar10_origin0-GF1-7_48,4.842877672217583e-07
alexnet,49,alexnet-cifar10_origin0-NAI14-59_49,1.490116261493313e-07
alexnet,50,alexnet-cifar10_origin0-ARem4-43_50,1.490116261493313e-07
alexnet,51,alexnet-cifar10_origin0-NS6-67_51,2.607703173396203e-07
alexnet,52,alexnet-cifar10_origin0-ARep4-63_52,3.352761375197133e-07
alexnet,53,alexnet-cifar10_origin0-NAI2-15_53,4.470348642371391e-07
alexnet,54,alexnet-cifar10_origin0-ARem6-51_54,1.862645326866641e-07
alexnet,55,alexnet-cifar10_origin0-ARem15-89_55,2.235174250131422e-07
alexnet,56,alexnet-cifar10_origin0-GF4-14_56,3.72529022740764e-07
alexnet,57,alexnet-cifar10_origin0-ARem5-49_57,3.352761446251407e-07
alexnet,58,alexnet-cifar10_origin0-NS4-58_58,4.097819434889516e-07
alexnet,59,alexnet-cifar10_origin0-NAI3-16_59,4.470348606844254e-07
alexnet,60,alexnet-cifar10_origin0-LS4-37_60,4.470348748952802e-07
alexnet,61,alexnet-cifar10_origin0-GF10-75_61,3.35276141072427e-07
alexnet,62,alexnet-cifar10_origin0-GF2-8_62,2.235174179077148e-07
alexnet,63,alexnet-cifar10_origin0-NEB1-3_63,3.352761588359954e-07
alexnet,64,alexnet-cifar10_origin0-ARem12-77_64,1.490116190439039e-07
alexnet,65,alexnet-cifar10_origin0-WS11-71_65,2.980232238769531e-07
alexnet,66,alexnet-cifar10_origin0-LS7-70_66,2.607703457613297e-07
alexnet,67,alexnet-cifar10_origin0-WS3-19_67,2.980232380878078e-07
alexnet,68,alexnet-cifar10_origin0-LS9-99_68,2.60770331550475e-07
alexnet,69,alexnet-cifar10_origin0-GF11-83_69,3.725290582679008e-07
alexnet,70,alexnet-cifar10_origin0-GF9-72_70,4.470348251572887e-07
alexnet,71,alexnet-cifar10_origin0-NS8-86_71,5.215406559955227e-07
alexnet,72,alexnet-cifar10_origin0-LR5-95_72,2.980232416405215e-07
alexnet,73,alexnet-cifar10_origin0-NAI16-74_73,3.725290582679008e-07
alexnet,74,alexnet-cifar10_origin0-WS5-29_74,4.470348606844254e-07
alexnet,75,alexnet-cifar10_origin0-NAI12-46_75,2.980232167715258e-07
alexnet,76,alexnet-cifar10_origin0-ARep5-84_76,2.980232238769531e-07
alexnet,77,alexnet-cifar10_origin0-NEB7-68_77,4.47034821604575e-07
alexnet,78,alexnet-cifar10_origin0-ARem11-73_78,3.352761339669996e-07
alexnet,79,alexnet-cifar10_origin0-NEB2-36_79,1.862645326866641e-07
alexnet,80,alexnet-cifar10_origin0-ARem14-85_80,1.490116190439039e-07
alexnet,81,alexnet-cifar10_origin0-NAI9-31_81,1.490116048330492e-07
alexnet,82,alexnet-cifar10_origin0-ARem7-52_82,1.862645255812367e-07
